index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance,leisure,residence,shopping,university,restaurant
"Binfield Road, Stockwell",530473.678822819958441,176513.528680332994554,723.000000000000000,530473.678822819958441,176513.528680332994554,"35",0.0043041,200.000000,2368.06813,"10","1",0.1083437110,0.1755915310,5.73012,0.0130960310,0.0357321490,2.00000,3.00000,0.00001,5.00000,0.00001,1.00000
"Tallis Street, Temple",531433.282846522983164,180913.305281998997089,724.000000000000000,531433.282846522983164,180913.305281998997089,"24",0.0070784,200.000000,126.91825,"2","0",0.1444582810,0.2403486920,2.15966,0.0732726250,0.0234422080,0.00001,1.00000,0.00001,0.00001,0.00001,1.00000
"Hurlingham Park, Parsons Green",524795.927191523020156,176103.264089786011027,725.000000000000000,524795.927191523020156,176103.264089786011027,"20",0.0020313,200.000000,1335.35461,"2","0",0.0298879200,0.0946450800,0.00001,0.0010113380,0.0139507910,0.00001,0.00001,0.00001,0.00001,0.00001,1.00000
"Little Brook Green, Brook Green",523390.564168216020335,179019.772898327995790,726.000000000000000,523390.564168216020335,179019.772898327995790,"33",0.0024421,200.000000,727.97833,"2","0",0.0510585300,0.1407222910,4.26711,0.0057720540,0.0166150050,2.00000,2.00000,0.00001,2.00000,0.00001,1.00000
"Limburg Road, Clapham Junction",527551.250511202029884,175257.844878712989157,727.000000000000000,527551.250511202029884,175257.844878712989157,"21",0.0017594,200.000000,2557.08329,"5","0",0.0398505600,0.0660024900,0.00001,0.0006289400,0.0122928320,2.00000,6.00000,1.00000,17.00000,0.00001,18.00000
"Houndsditch, Aldgate",533518.196461291052401,181253.531504688988207,728.000000000000000,533518.196461291052401,181253.531504688988207,"28",0.0074350,200.000000,468.00266,"9","1",0.1706102110,0.2378580320,4.56005,0.0678822970,0.0300179970,1.00000,5.00000,3.00000,1.00000,0.00001,2.00000
"Imperial Wharf Station, Sands End",526266.805083687999286,176646.029318601998966,729.000000000000000,526266.805083687999286,176646.029318601998966,"25",0.0025446,200.000000,1357.00747,"8","1",0.1419676210,0.2254047320,0.00001,0.0153165430,0.0342535620,2.00000,4.00000,1.00000,1.00000,0.00001,1.00000
"Victoria & Albert Museum, South Kensington",526921.353405056055635,179023.344024152989732,730.000000000000000,526921.353405056055635,179023.344024152989732,"30",0.0233129,200.000000,529.48645,"4","0",0.0448318800,0.1731008710,0.00001,0.0115677250,0.0176097900,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Halford Road, West Kensington",525245.407735247048549,177649.033984918991337,731.000000000000000,525245.407735247048549,177649.033984918991337,"24",0.0022683,200.000000,1795.57146,"0","0",0.0983810710,0.2191780820,0.00001,0.0089106440,0.0335811990,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Monier Road, Hackney Wick",537293.985058570979163,184235.360878236999270,732.000000000000000,537293.985058570979163,184235.360878236999270,"27",0.0010609,200.000000,228.36404,"1","0",0.0821917800,0.1494396010,22.49388,0.0079258340,0.0258479920,0.00001,7.00000,0.00001,6.00000,0.00001,2.00000
"East Village, Queen Elizabeth Olympic Park",538088.195265059010126,184924.436816695990274,733.000000000000000,538088.195265059010126,184924.436816695990274,"34",0.0010596,200.000000,42.52568,"6","2",0.0510585300,0.1008717310,1.42046,0.0055499520,0.0158787370,2.00000,10.00000,2.00000,4.00000,0.00001,3.00000
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",537677.065678365994245,185253.559433017013362,734.000000000000000,537677.065678365994245,185253.559433017013362,"44",0.0016591,200.000000,24.11239,"0","0",0.0348692400,0.0697384800,2.20164,0.0006991140,0.0106741270,0.00001,4.00000,0.00001,0.00001,0.00001,0.00001
"Timber Lodge, Queen Elizabeth Olympic Park",537758.095450273016468,184967.164678642991930,735.000000000000000,537758.095450273016468,184967.164678642991930,"35",0.0016852,200.000000,37.40293,"0","0",0.0323785800,0.0722291400,16.31616,0.0015297410,0.0141107480,0.00001,9.00000,0.00001,0.00001,0.00001,0.00001
"Copper Box Arena, Queen Elizabeth Olympic Park",537357.135985704022460,184746.816465512005379,736.000000000000000,537357.135985704022460,184746.816465512005379,"31",0.0021144,200.000000,152.62563,"2","0",0.0336239100,0.0846824400,7.41141,0.0031992350,0.0124536230,0.00001,5.00000,2.00000,0.00001,0.00001,10.00000
"Podium, Queen Elizabeth Olympic Park",537976.134700387949124,184073.839453327003866,737.000000000000000,537976.134700387949124,184073.839453327003866,"40",0.0010828,200.000000,83.18468,"0","0",0.0398505600,0.0996264010,25.09031,0.0035120030,0.0146270710,1.00000,7.00000,0.00001,0.00001,0.00001,0.00001
"Stratford Station, Stratford",538458.490515441983007,184431.209685720998095,738.000000000000000,538458.490515441983007,184431.209685720998095,"28",0.0005465,200.000000,440.12356,"9","1",0.0473225400,0.1195516810,2.46095,0.0058253920,0.0166491710,4.00000,5.00000,0.00001,25.00000,0.00001,10.00000
"Blackfriars Road, Southwark",531642.905852120020427,180205.824379311001394,739.000000000000000,531642.905852120020427,180205.824379311001394,"42",0.0136726,200.000000,754.92252,"7","1",0.1594022410,0.2727272720,9.70148,0.0654050150,0.0395927910,1.00000,1.00000,0.00001,2.00000,0.00001,7.00000
"Cromer Street, Bloomsbury",530538.242944307043217,182719.456531058007386,740.000000000000000,530538.242944307043217,182719.456531058007386,"28",0.0072136,200.000000,1917.33879,"5","0",0.0473225400,0.1457036110,6.35798,0.0153125590,0.0290843820,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Victoria Rise, Clapham Common",528768.905591077054851,175229.151507667003898,741.000000000000000,528768.905591077054851,175229.151507667003898,"23",0.0009146,200.000000,682.11677,"5","0",0.0772104600,0.1245330010,7.23315,0.0050220410,0.0214990530,0.00001,6.00000,2.00000,0.00001,0.00001,0.00001
"Euston Square Gardens, Euston",529688.633274773019366,182560.990771295008017,742.000000000000000,529688.633274773019366,182560.990771295008017,"30",0.0102104,200.000000,673.42076,"14","1",0.1095890410,0.2104607720,5.40802,0.0181374980,0.0524827030,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Coram Street, Bloomsbury",530076.992338008014485,182226.544656434998615,743.000000000000000,530076.992338008014485,182226.544656434998615,"29",0.0086384,200.000000,2139.35591,"9","1",0.0909090900,0.1892901610,26.51910,0.0174639160,0.0305043540,0.00001,1.00000,0.00001,1.00000,0.00001,1.00000
"Ossulston Street, Somers Town",529934.536873457953334,182816.610070299997460,744.000000000000000,529934.536873457953334,182816.610070299997460,"30",0.0054924,200.000000,2042.07099,"2","0",0.1108343710,0.2901618920,11.96067,0.0196627330,0.0422502770,1.00000,8.00000,1.00000,1.00000,0.00001,2.00000
"Birkenhead Street, King's Cross",530347.628039157018065,182927.664363291987684,745.000000000000000,530347.628039157018065,182927.664363291987684,"27",0.0107370,200.000000,1070.05629,"12","1",0.1432129510,0.2689912820,15.53898,0.0283143770,0.0570271930,3.00000,1.00000,2.00000,5.00000,0.00001,6.00000
"Kings Gate House, Westminster",529371.469480901025236,179282.887614395993296,746.000000000000000,529371.469480901025236,179282.887614395993296,"24",0.0081393,200.000000,984.99162,"3","0",0.1195516810,0.2092154420,68.86920,0.0670776120,0.0178067620,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Sopwith Way, Battersea Park",528622.199636001023464,177419.546363106986973,747.000000000000000,528622.199636001023464,177419.546363106986973,"30",0.0033152,200.000000,1237.81146,"4","0",0.1083437110,0.2565379820,12.41147,0.0124229540,0.0461901570,0.00001,0.00001,0.00001,1.00000,0.00001,0.00001
"Lavington Street, Bankside",532101.118696094956249,180198.749592375999782,748.000000000000000,532101.118696094956249,180198.749592375999782,"29",0.0496183,200.000000,1001.59933,"4","0",0.1033623910,0.1805728510,20.49983,0.0428351880,0.0202034600,0.00001,2.00000,0.00001,0.00001,0.00001,3.00000
"Albert Square, Stockwell",530776.488162884954363,176969.387796856986824,749.000000000000000,530776.488162884954363,176969.387796856986824,"32",0.0033660,200.000000,2713.81976,"3","0",0.0946450800,0.1569115810,0.00001,0.0050427620,0.0315642400,0.00001,0.00001,0.00001,1.00000,0.00001,0.00001
"Southwark Street, Bankside",532075.523950943024829,180205.455930916999932,750.000000000000000,532075.523950943024829,180205.455930916999932,"23",0.0398486,200.000000,1025.48413,"3","0",0.0560398500,0.1955168120,10.87275,0.0250432130,0.0251717430,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Good's Way, King's Cross",530135.671555018052459,183424.363376029999927,751.000000000000000,530135.671555018052459,183424.363376029999927,"27",0.0040044,200.000000,75.08333,"1","0",0.1195516810,0.3250311330,15.22015,0.0422478340,0.0523785910,0.00001,6.00000,0.00001,21.00000,0.00001,11.00000
"The Metropolitan, Portobello",524925.053788288030773,181714.310819494014140,752.000000000000000,524925.053788288030773,181714.310819494014140,"18",0.0014207,200.000000,1863.12511,"5","1",0.0821917800,0.1643835610,181.25345,0.0081015000,0.0272024670,0.00001,0.00001,1.00000,1.00000,0.00001,0.00001
"Handyside Street, King's Cross",530153.027730703004636,183715.983041330007836,753.000000000000000,530153.027730703004636,183715.983041330007836,"27",0.0028063,200.000000,194.91203,"2","0",0.1120797010,0.2117061020,17.64948,0.0330768070,0.0303124700,0.00001,2.00000,0.00001,8.00000,0.00001,2.00000
"Bevington Road West, North Kensington",524361.007223117048852,181765.693002952990355,754.000000000000000,524361.007223117048852,181765.693002952990355,"24",0.0013353,200.000000,2243.96818,"0","0",0.0871731000,0.1743462010,0.00001,0.0118295520,0.0226106640,1.00000,8.00000,0.00001,22.00000,0.00001,8.00000
"Gauden Road, Clapham",529932.187110946048051,175659.384985474986024,755.000000000000000,529932.187110946048051,175659.384985474986024,"28",0.0011322,200.000000,2056.61811,"9","2",0.1481942710,0.2665006220,3.28707,0.0073090480,0.0551121640,0.00001,5.00000,0.00001,8.00000,0.00001,4.00000
"Lincoln's Inn Fields, Holborn",530659.517355671036057,181382.313767502986593,756.000000000000000,530659.517355671036057,181382.313767502986593,"28",0.0102622,200.000000,386.92639,"5","1",0.0660024900,0.2316313820,0.00001,0.0311352030,0.0232293860,1.00000,2.00000,3.00000,7.00000,0.00001,9.00000
"Tate Modern, Bankside",532041.577462558052503,180351.034277000988368,757.000000000000000,532041.577462558052503,180351.034277000988368,"30",0.0103096,200.000000,867.17213,"3","0",0.0697384800,0.2266500620,10.87275,0.0224599200,0.0366596610,0.00001,0.00001,0.00001,1.00000,0.00001,0.00001
"Westferry Circus, Canary Wharf",536971.668684941949323,180373.350041613011854,758.000000000000000,536971.668684941949323,180373.350041613011854,"36",0.0021376,200.000000,582.25912,"4","0",0.0884184300,0.1743462010,5.88175,0.0260485590,0.0164622650,0.00001,3.00000,0.00001,1.00000,0.00001,0.00001
"Here East North, Queen Elizabeth Olympic Park",537203.462742479052395,185166.280670097999973,759.000000000000000,537203.462742479052395,185166.280670097999973,"28",0.0011192,200.000000,76.77355,"2","0",0.0112079700,0.0261519300,11.60545,0.0004048370,0.0020311650,1.00000,3.00000,0.00001,0.00001,1.00000,0.00001
"New Spring Gardens Walk, Vauxhall",530432.676364840008318,178207.999344289011788,760.000000000000000,530432.676364840008318,178207.999344289011788,"37",0.0086846,200.000000,600.78120,"4","0",0.0722291400,0.1295143210,7.51072,0.0286625360,0.0268065810,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Clapham Road, Lingham Street, Stockwell",530427.136973117943853,176380.186566668999149,761.000000000000000,530427.136973117943853,176380.186566668999149,"30",0.0037677,200.000000,2645.73945,"8","1",0.0597758400,0.0784557900,10.92127,0.0068925210,0.0145961970,0.00001,0.00001,0.00001,6.00000,0.00001,1.00000
"Lambeth Palace Road, Waterloo",530826.919084348948672,179586.258358510996914,762.000000000000000,530826.919084348948672,179586.258358510996914,"35",0.0083155,200.000000,350.53239,"7","0",0.2079701120,0.3810709830,2.26977,0.0725005920,0.0527337430,1.00000,7.00000,0.00001,2.00000,1.00000,2.00000
"Here East South, Queen Elizabeth Olympic Park",537350.587879537022673,184923.391493461997015,763.000000000000000,537350.587879537022673,184923.391493461997015,"28",0.0020805,200.000000,143.81804,"1","0",0.0087173100,0.0161892900,16.15741,0.0027503340,0.0009100150,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Riverlight South, Nine Elms",529379.553128596977331,177461.747550111002056,764.000000000000000,529379.553128596977331,177461.747550111002056,"26",0.0033524,200.000000,121.10480,"2","0",0.0958904110,0.1867995010,7.84255,0.0153772180,0.0320341330,1.00000,0.00001,0.00001,0.00001,0.00001,0.00001
"Westminster Pier, Westminster",530321.866959632025100,179732.149269643996377,765.000000000000000,530321.866959632025100,179732.149269643996377,"27",0.0043843,200.000000,141.61149,"8","1",0.1880448310,0.4209215440,2.65285,0.0831635300,0.0531969900,1.00000,4.00000,3.00000,2.00000,0.00001,0.00001
"Belvedere Road 2, South Bank",530929.711065810988657,180270.694260719988961,766.000000000000000,530929.711065810988657,180270.694260719988961,"38",0.1723701,200.000000,423.81225,"6","0",0.1008717310,0.2428393520,14.37728,0.0226941960,0.0476628560,1.00000,0.00001,0.00001,0.00001,0.00001,1.00000
"Victory Place, Walworth",532559.409603039035574,178818.208031935006147,767.000000000000000,532559.409603039035574,178818.208031935006147,"24",0.0038591,200.000000,1302.76568,"2","0",0.0821917800,0.1220423410,0.72120,0.0108697340,0.0263195630,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Battersea Power Station, Battersea Park",528712.393522951984778,177684.553639518999262,768.000000000000000,528712.393522951984778,177684.553639518999262,"27",0.0032668,200.000000,1487.99228,"4","0",0.1220423410,0.3586550430,1.47541,0.0238896590,0.0492893970,0.00001,5.00000,0.00001,2.00000,0.00001,9.00000
"Allington Street, Victoria",529006.296375890029594,179182.360967941989657,769.000000000000000,529006.296375890029594,179182.360967941989657,"28",0.0075312,200.000000,581.51921,"26","1",0.3125778330,0.4308841840,28.23468,0.1020019220,0.0687596080,4.00000,6.00000,2.00000,15.00000,0.00001,22.00000
"Cranmer Road, Stockwell",531239.182834876002744,177312.980325150012504,770.000000000000000,531239.182834876002744,177312.980325150012504,"24",0.0018621,200.000000,2082.24236,"6","0",0.1569115810,0.2490660020,6.73331,0.0312160450,0.0541167760,0.00001,1.00000,1.00000,11.00000,0.00001,8.00000
"Normandy Road, Stockwell",531179.006336061051115,176676.439782014000230,771.000000000000000,531179.006336061051115,176676.439782014000230,"32",0.0018779,200.000000,1808.69263,"3","0",0.1095890410,0.1793275210,10.87195,0.0055051950,0.0381427950,0.00001,1.00000,1.00000,0.00001,0.00001,0.00001
"Wynne Road, Stockwell",531185.525665072957054,176156.933890715998132,772.000000000000000,531185.525665072957054,176156.933890715998132,"25",0.0013424,200.000000,1934.10615,"4","0",0.0535491900,0.0772104600,0.00001,0.0026428530,0.0170706630,1.00000,0.00001,0.00001,6.00000,0.00001,0.00001
"Sidney Road, Stockwell",530743.170474966987967,176149.853439024009276,773.000000000000000,530743.170474966987967,176149.853439024009276,"27",0.0016840,200.000000,2962.12218,"4","0",0.0884184300,0.1394769610,0.00001,0.0077052820,0.0290973550,1.00000,0.00001,1.00000,3.00000,0.00001,0.00001
"St John's Crescent, Brixton",531158.346597737050615,175830.120609687990509,774.000000000000000,531158.346597737050615,175830.120609687990509,"25",0.0013107,200.000000,1719.83815,"11","0",0.0336239100,0.0884184300,5.25823,0.0031832510,0.0228075280,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Ferndale Road, Brixton",530985.232662247028202,175578.394781479000812,775.000000000000000,530985.232662247028202,175578.394781479000812,"30",0.0013560,200.000000,1121.49377,"8","1",0.0884184300,0.1992528020,1.87792,0.0045345970,0.0406073670,5.00000,8.00000,1.00000,10.00000,0.00001,7.00000
"Saltoun Road, Brixton",531023.781248413957655,175158.389400326996110,776.000000000000000,531023.781248413957655,175158.389400326996110,"42",0.0011064,200.000000,1683.99731,"12","0",0.0846824400,0.2067247820,14.61319,0.0063047210,0.0464931100,0.00001,8.00000,0.00001,5.00000,0.00001,3.00000
"Gas Holders, Battersea Park",528717.972532880958170,177072.301454614993418,777.000000000000000,528717.972532880958170,177072.301454614993418,"26",0.0041291,200.000000,760.01146,"7","1",0.2166874220,0.2914072220,21.26338,0.0327042170,0.0473091590,0.00001,2.00000,1.00000,6.00000,0.00001,1.00000
"Farringdon Street, Holborn",531586.047237760969438,181464.350302508013556,778.000000000000000,531586.047237760969438,181464.350302508013556,"25",0.0103477,200.000000,180.15983,"14","1",0.1344956410,0.2328767120,44.18528,0.0766492730,0.0189884940,2.00000,11.00000,1.00000,0.00001,0.00001,5.00000
"York Way, Kings Cross",530099.167525895987637,184189.524159588007024,779.000000000000000,530099.167525895987637,184189.524159588007024,"24",0.0014189,200.000000,696.58533,"3","0",0.0884184300,0.1569115810,21.90972,0.0213164210,0.0274746650,1.00000,0.00001,0.00001,1.00000,0.00001,1.00000
"Fore Street Avenue, Guildhall",532521.368735376978293,181632.659047038992867,780.000000000000000,532521.368735376978293,181632.659047038992867,"25",0.0089612,200.000000,647.59207,"3","1",0.1469489410,0.2166874220,19.17095,0.0629162780,0.0252365370,0.00001,5.00000,3.00000,0.00001,0.00001,3.00000
