index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,finance,food_drink,hospital,residence,leisure,shopping,school,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance1,leisure1,residence1,restaurant,university,shopping1,tube_acce
"Lansdowne Drive, Hackney Central",534440.4708,184103.4866,21,534440.4708,184103.4866,26,0.0018545,200,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.00001,1613.2924,3,0.00001,0.09464508,0.133250311,30.48581,0.011585156,0.028087692,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04061
"Northington Street , Holborn",530934.5058,182061.6595,22,530934.5058,182061.6595,19,0.0039121,200,3,18,1,3,2,5,2,2006.57558,12,0.00001,0.133250311,0.280199252,2.44645,0.058961159,0.041562837,3,0.00001,0.00001,6,1,0.00001,0.07797
"Red Lion Square, Holborn",530598.3494,181735.367,23,530598.3494,181735.367,16,0.0040867,200,2,20,0.00001,7,7,5,0.00001,1630.25658,7,0.00001,0.05728518,0.175591531,8.6521,0.01852154,0.02517615,2,1,0.00001,11,0.00001,0.00001,0.11226
"British Museum, Bloomsbury",530214.7843,181687.7506,24,530214.7843,181687.7506,35,0.008669,200,0.00001,14,3,22,5,5,0.00001,1187.91116,8,0.00001,0.09215442,0.270236612,13.75946,0.041318733,0.041305417,0.00001,1,11,6,0.00001,0.00001,0.11117
"Doric Way , Somers Town",529658.1886,182754.2245,25,529658.1886,182754.2245,50,0.0101336,200,6,26,2,1,5,10,0.00001,902.25919,10,2,0.161892901,0.277708592,9.47132,0.021635908,0.051626165,6,0.00001,0.00001,7,0.00001,0.00001,1.18834
"Ampton Street , Clerkenwell",530631.7079,182602.7259,26,530631.7079,182602.7259,21,0.0050537,200,1,4,0.00001,2,0.00001,0.00001,0.00001,2222.85907,7,0.00001,0.06849315,0.149439601,6.35798,0.014469444,0.023313522,1,0.00001,1,1,0.00001,0.00001,0.07137
"Bouverie Street, Temple",531388.9611,181129.5274,27,531388.9611,181129.5274,33,0.0091491,200,0.00001,17,0.00001,9,4,1,1,171.1434,5,0.00001,0.145703611,0.244084682,36.67197,0.065548966,0.022548329,0.00001,0.00001,3,5,0.00001,1,0.16105
"Bolsover Street, Fitzrovia",528886.885,182145.1918,28,528886.885,182145.1918,19,0.0033176,200,1,15,4,10,4,4,0.00001,1496.07216,6,1,0.141967621,0.251556662,16.24499,0.034775612,0.033654063,1,0.00001,0.00001,4,0.00001,1,1.13893
"Hereford Road, Bayswater",525448.9837,180969.3265,29,525448.9837,180969.3265,22,0.0038173,200,1,16,0.00001,0.00001,1,17,0.00001,2111.15717,3,0.00001,0.098381071,0.196762142,0.00001,0.014584605,0.029311102,1,0.00001,0.00001,14,0.00001,3,0.07302
"Windsor Terrace, Hoxton",532347.1338,182860.123,30,532347.1338,182860.123,24,0.0046732,200,1,5,0.00001,0.00001,1,5,0.00001,1532.70642,5,0.00001,0.08094645,0.169364881,12.91799,0.015790192,0.03113965,1,0.00001,0.00001,1,0.00001,1,0.06707
"Fanshaw Street, Hoxton",533047.209,182921.3175,31,533047.209,182921.3175,36,0.0067099,200,1,7,1,0.00001,3,2,0.00001,2883.83825,0,0.00001,0.105853051,0.247820672,11.67667,0.027942509,0.045842342,1,2,0.00001,1,0.00001,0.00001,0.06885
"Leonard Circus , Shoreditch",532985.972,182376.7629,32,532985.972,182376.7629,43,0.0087659,200,3,13,0.00001,0.00001,3,1,0.00001,468.54557,4,0.00001,0.119551681,0.225404732,8.58335,0.046347307,0.034072724,3,0.00001,0.00001,5,0.00001,0.00001,0.1534
