Start.station,End.station,Counts
"Imperial Wharf Station, Sands End","Queen's Gate (South), South Kensington",16
"Arlington Road, Camden Town","Gower Place , Euston",16
"Bank of England Museum, Bank","Fire Brigade Pier, Vauxhall",16
"Poured Lines, Bankside","Vauxhall Street, Vauxhall",16
"Bishop's Bridge Road West, Bayswater","Millennium Hotel, Mayfair",16
"Endsleigh Gardens, Euston","Addison Road, Holland Park",16
"Sugden Road, Clapham","Clapham Common Station, Clapham Common",16
"Millennium Hotel, Mayfair","Queensdale Road, Shepherd's Bush",16
"Alfreda Street, Battersea Park","Binfield Road, Stockwell",16
"Finsbury Circus, Liverpool Street","Southampton Street, Strand",16
"Blythe Road West, Shepherd's Bush","De Vere Gardens, Kensington",16
"Pennington Street, Wapping","Heron Quays DLR, Canary Wharf",16
"Drummond Street , Euston","London Zoo Car Park, The Regent's Park",16
"Drummond Street , Euston","New Spring Gardens Walk, Vauxhall",16
"Globe Town Market, Bethnal Green","Sackville Street, Mayfair",16
"Kennington Oval, Oval","Page Street, Westminster",16
"Waterloo Road, South Bank","Great Tower Street, Monument",16
"Rampayne Street, Pimlico","Farringdon Street, Holborn",16
"Aldersgate Street, Barbican","Christopher Street, Liverpool Street",16
"Wenlock Road , Hoxton","Fore Street Avenue, Guildhall",16
"Orbel Street, Battersea","Battersea Park Road, Nine Elms",16
"Kennington Road  , Vauxhall","Holy Trinity Brompton, Knightsbridge",16
"Ferndale Road, Brixton","Orbel Street, Battersea",16
"Kennington Road  , Vauxhall","Northington Street , Holborn",16
"St. Mark's Road, North Kensington","Black Lion Gate, Kensington Gardens",16
"Battersea Park Road, Nine Elms","Pembridge Villas, Notting Hill",16
"Bramham Gardens, Earl's Court","Imperial College, Knightsbridge",16
"Riverlight North, Nine Elms","St. James's Square, St. James's",16
"Warwick Row, Westminster","Waterloo Place, St. James's",16
"Bricklayers Arms, Borough","Lavington Street, Bankside",16
"Shoreditch Court, Haggerston","Braham Street, Aldgate",16
"Doric Way , Somers Town","Holborn Circus, Holborn",16
"Tower Wharf, Bermondsey","Queen Street 1, Bank",16
"Doddington Grove, Kennington","Hop Exchange, The Borough",16
"Bramham Gardens, Earl's Court","Sloane Avenue, Knightsbridge",16
"Courland Grove, Wandsworth Road","South Kensington Station, South Kensington",16
"Doric Way , Somers Town","Moorfields, Moorgate",16
"Lollard Street, Vauxhall","Bermondsey Street, Bermondsey",16
"Snow Hill, Farringdon","Brushfield Street, Liverpool Street",16
"Twig Folly Bridge, Mile End","Brushfield Street, Liverpool Street",16
"Liverpool Road (N1 Centre), Angel","Wormwood Street, Liverpool Street",16
"Grant Road East, Clapham Junction","The Vale, Chelsea",16
"Waterloo Station 1, Waterloo","Sea Containers, South Bank",16
"Tower Wharf, Bermondsey","St. Mary Axe, Aldgate",16
"Granby Street, Shoreditch","Tyers Gate, Bermondsey",15
"Shoreditch Park, Hoxton","Wormwood Street, Liverpool Street",15
"BBC White City, White City","Southerton Road, Hammersmith",15
"Wormwood Street, Liverpool Street","Theobald's Road , Holborn",15
"Rifle Place, Avondale","Warren Street Station, Euston",15
"Ashley Crescent, Battersea","St. James's Square, St. James's",15
"Halford Road, West Kensington","Old Brompton Road, South Kensington",15
"Trebovir Road, Earl's Court","Wright's Lane, Kensington",15
"Waterloo Station 1, Waterloo","Old Street Station, St. Luke's",15
"Waterloo Station 1, Waterloo","Northington Street , Holborn",15
"Good's Way, King's Cross","High Holborn , Covent Garden",15
"Good's Way, King's Cross","Soho Square , Soho",15
"Eastbourne Mews, Paddington","Exhibition Road, Knightsbridge",15
"River Street , Clerkenwell","Driffield Road, Old Ford",15
"Waterloo Station 3, Waterloo","Devonshire Square, Liverpool Street",15
"Belgrove Street , King's Cross","Holborn Circus, Holborn",15
"Guilford Street , Bloomsbury","Wells Street, Fitzrovia",15
"London Fields, Hackney Central","Fore Street Avenue, Guildhall",15
"Vicarage Crescent, Battersea","Falcon Road, Clapham Junction",15
"Theobald's Road , Holborn","Windsor Terrace, Hoxton",15
"Bramham Gardens, Earl's Court","St. Luke's Church, Chelsea",15
"Hortensia Road, West Brompton","Sandilands Road, Walham Green",15
"Wormwood Street, Liverpool Street","Hatton Garden, Holborn",15
"Westminster University, Marylebone","Northington Street , Holborn",15
"Waterloo Station 3, Waterloo","Lincoln's Inn Fields, Holborn",15
"BBC White City, White City","Charing Cross Hospital, Hammersmith",15
"Bermondsey Street, Bermondsey","William IV Street, Strand",15
"Furze Green, Bow","London Fields, Hackney Central",15
"Alderney Street, Pimlico","Brushfield Street, Liverpool Street",15
"Aldersgate Street, Barbican","Cheapside, Bank",15
"Trebovir Road, Earl's Court","Queen's Gate (Central), South Kensington",15
"Orbel Street, Battersea","Wandsworth Town Station, Wandsworth",15
"Lollard Street, Vauxhall","Hyde Park Corner, Hyde Park",15
"Curlew Street, Shad Thames","Tower Gardens , Tower",15
"Barons Court Station, West Kensington","Beryl Road, Hammersmith",15
"Chepstow Villas, Notting Hill","Bevington Road West, North Kensington",15
"Putney Bridge Station, Fulham","Crisp Road, Hammersmith",15
"Fulham Broadway, Walham Green","Hortensia Road, West Brompton",15
"Clapham Common Station, Clapham Common","Sugden Road, Clapham",15
"Lindfield Street, Poplar","Westferry DLR, Limehouse",15
"Crisp Road, Hammersmith","St. Luke's Church, Chelsea",15
"Stepney Green Station, Stepney","Great Suffolk Street, The Borough",15
"Strand, Strand","Kennington Oval, Oval",15
"Allington Street, Victoria","Grosvenor Square, Mayfair",15
"Simpson Street, Clapham Junction","Falcon Road, Clapham Junction",15
"York Way, Kings Cross","Good's Way, King's Cross",15
"Abbey Orchard Street, Westminster","Vauxhall Cross, Vauxhall",15
"Warwick Avenue Station, Maida Vale","Notting Hill Gate Station, Notting Hill",15
"Silverthorne Road, Battersea","Thorndike Close, West Chelsea",15
"Hinde Street, Marylebone","Chapel Place, Marylebone",15
"Bridge Avenue, Hammersmith","Bridge Avenue, Hammersmith",15
"Durant Street, Bethnal Green","Royal London Hospital, Whitechapel",15
"Ford Road, Old Ford","Aquatic Centre, Queen Elizabeth Olympic Park",15
"Hampton Street, Walworth","Lavington Street, Bankside",15
"Stamford Street, South Bank","Queen Street 1, Bank",15
"Duke Street Hill, London Bridge","Braham Street, Aldgate",15
"Macclesfield Rd, St Lukes","Clerkenwell Green, Clerkenwell",15
"Phene Street, Chelsea","Limerston Street, West Chelsea",15
"Bell Lane, Liverpool Street","St. Mary Axe, Aldgate",15
"Norton Folgate, Liverpool Street","Holborn Circus, Holborn",15
"Waterloo Station 2, Waterloo","Museum of London, Barbican",15
"Aldersgate Street, Barbican","Sun Street, Liverpool Street",15
"East India DLR, Blackwall","Jubilee Plaza, Canary Wharf",15
"Finsbury Circus, Liverpool Street","Newgate Street , St. Paul's",15
"LMU Commercial Road, Whitechapel","Brushfield Street, Liverpool Street",15
"Waterloo Station 3, Waterloo","Hop Exchange, The Borough",15
"Coomer Place, West Kensington","Knaresborough Place, Earl's Court",15
"Bricklayers Arms, Borough","Long Lane , Bermondsey",15
"Waterloo Station 2, Waterloo","Queen Street 1, Bank",15
"Aberfeldy Street, Poplar","Bow Church Station, Bow",15
"Wapping Lane, Wapping","Cheapside, Bank",15
"Harris Academy, Bermondsey","St. Bride Street, Holborn",15
"Belgrove Street , King's Cross","Farringdon Lane, Clerkenwell",15
"Islington Green, Angel","Tavistock Place, Bloomsbury",15
"Wormwood Street, Liverpool Street","Bankside Mix, Bankside",15
"Waterloo Station 3, Waterloo","Golden Square, Soho",15
"Exhibition Road, Knightsbridge","Old Brompton Road, South Kensington",15
"Devonshire Terrace, Bayswater","Limerston Street, West Chelsea",15
"Braham Street, Aldgate","Queensbridge Road, Haggerston",15
"Tower Gardens , Tower","Concert Hall Approach 1, South Bank",15
"Shoreditch High Street, Shoreditch","Macclesfield Rd, St Lukes",15
"Bramham Gardens, Earl's Court","Albert Gate, Hyde Park",15
"Shadwell Station, Shadwell","Crosswall, Tower",15
"Crabtree Lane, Fulham","Barons Court Station, West Kensington",15
"Sopwith Way, Battersea Park","Fawcett Close, Battersea",15
"Paddington Green, Paddington","Bell Street , Marylebone",15
"Westfield Southern Terrace ,Shepherd's Bush","Storey's Gate, Westminster",15
"Bow Church Station, Bow","Royal London Hospital, Whitechapel",15
"Waterloo Station 1, Waterloo","Wood Street, Guildhall",15
"Paddington Street, Marylebone","Dorset Square, Marylebone",15
"Shepherd's Bush Road North, Shepherd's Bush","West Cromwell Road, Earl's Court",15
"Cadogan Close, Victoria Park","Tower Gardens , Tower",15
"Ashmole Estate, Oval","Archbishop's Park, Waterloo",15
"Waterloo Station 3, Waterloo","Moor Street, Soho",15
"St. John Street, Finsbury","Drury Lane, Covent Garden",14
"Stamford Street, South Bank","Berry Street, Clerkenwell",14
"Lee Valley VeloPark, Queen Elizabeth Olympic Park","Copper Box Arena, Queen Elizabeth Olympic Park",14
"Usk Road, Clapham Junction","Fire Brigade Pier, Vauxhall",14
"Philpot Street, Whitechapel","Aston Street, Stepney",14
"London Fields, Hackney Central","Norton Folgate, Liverpool Street",14
"Bevington Road West, North Kensington","Sumner Place, South Kensington",14
"Edgware Road Station, Marylebone","Stanhope Gate, Mayfair",14
"Heath Road, Battersea","Vincent Street, Pimlico",14
"Allington Street, Victoria","Warren Street Station, Euston",14
"Eastbourne Mews, Paddington","St. James's Square, St. James's",14
"Regent's Row , Haggerston","Fanshaw Street, Hoxton",14
"Ampton Street , Clerkenwell","Belgrove Street , King's Cross",14
"Finsbury Library , Finsbury","Shoreditch Court, Haggerston",14
"Charing Cross Hospital, Hammersmith","Sumner Place, South Kensington",14
"Phene Street, Chelsea","Park Lane, Mayfair",14
"Penywern Road, Earl's Court","Sedding Street, Sloane Square",14
"Woodstock Grove, Shepherd's Bush","Hortensia Road, West Brompton",14
"Alderney Street, Pimlico","St. George's Square, Pimlico",14
"Percival Street, Finsbury","St. George's Square, Pimlico",14
"Limerston Street, West Chelsea","Somerset House, Strand",14
"Elizabeth Bridge, Victoria","South Kensington Station, South Kensington",14
"Sea Containers, South Bank","Chicheley Street, South Bank",14
"Blythe Road, Olympia","Limerston Street, West Chelsea",14
"Drayton Gardens, West Chelsea","South Kensington Station, South Kensington",14
"St. Katharine's Way, Tower","Wapping Lane, Wapping",14
"Albany Street, The Regent's Park","North Audley Street, Mayfair",14
"Drury Lane, Covent Garden","Barbican Centre, Barbican",14
"Walnut Tree Walk, Vauxhall","Abbey Orchard Street, Westminster",14
"Tachbrook Street, Victoria","St. James's Square, St. James's",14
"London Street, Paddington","Old Quebec Street, Marylebone",14
"Normandy Road, Stockwell","Hop Exchange, The Borough",14
"Belgrove Street , King's Cross","Bayley Street , Bloomsbury",14
"Harcourt Terrace, West Brompton","Bishop's Avenue, Fulham",14
"Leman Street, Aldgate","Rodney Road , Walworth",14
"Sutton Street, Shadwell","St. John's Wood Church, The Regent's Park",14
"Waterloo Station 3, Waterloo","Arundel Street, Temple",14
"Geraldine Street, Elephant & Castle","Webber Street , Southwark",14
"Napier Avenue, Millwall","Mudchute DLR, Cubitt Town",14
"Warwick Row, Westminster","Chapel Place, Marylebone",14
"Edgware Road Station, Marylebone","Boston Place, Marylebone",14
"Dorset Square, Marylebone","St. John's Wood Road, St. John's Wood",14
"Gloucester Terrace, Bayswater","North Audley Street, Mayfair",14
"Endsleigh Gardens, Euston","Charles II Street, West End",14
"Durant Street, Bethnal Green","Columbia Road, Shoreditch",14
"Dock Street, Wapping","Wormwood Street, Liverpool Street",14
"Hansard Mews, Holland Park","Belgrave Square, Belgravia",14
"Murray Grove , Hoxton","Whitehall Place, Strand",14
"Crimscott Street, Bermondsey","Moorfields, Moorgate",14
"Waterloo Station 2, Waterloo","Wormwood Street, Liverpool Street",14
"Chicheley Street, South Bank","Bunhill Row, Moorgate",14
"York Hall, Bethnal Green","Smith Square, Westminster",14
"Greenberry Street, St.John's Wood","Wells Street, Fitzrovia",14
"Stephendale Road, Sands End","Cadogan Gardens, Chelsea",14
"Wynne Road, Stockwell","Lower Marsh, Waterloo",14
"Crosswall, Tower","Rodney Road , Walworth",14
"Wapping Lane, Wapping","Bow Road Station, Bow",14
"Victory Place, Walworth","Belvedere Road 2, South Bank",14
"Star Road, West Kensington","Upcerne Road, West Chelsea",14
"Queen Street 1, Bank","Broadcasting House, Marylebone",14
"Wapping Lane, Wapping","Finsbury Circus, Liverpool Street",14
"Granby Street, Shoreditch","Blackfriars Station, St. Paul's",14
"Hoxton Station, Hoxton","Farringdon Lane, Clerkenwell",14
"Binfield Road, Stockwell","St. Luke's Church, Chelsea",14
"Harcourt Terrace, West Brompton","Gloucester Road Station, South Kensington",14
"Binfield Road, Stockwell","Stewart's Road, Wandsworth Road",14
"Islington Green, Angel","Blackfriars Road, Southwark",14
"Nesham Street, Wapping","Great Tower Street, Monument",14
"Bath Street, St. Luke's","Eagle Wharf Road, Hoxton",14
"Hibbert Street, Battersea","Santos Road, Wandsworth",14
"Shouldham Street, Marylebone","Hinde Street, Marylebone",14
"Emperor's Gate, South Kensington","Lisson Grove, St. John's Wood",14
"Waterloo Station 3, Waterloo","Sea Containers, South Bank",14
"Osiers Road, Wandsworth","Shepherd's Bush Road North, Shepherd's Bush",14
"Eastbourne Mews, Paddington","Charing Cross Hospital, Hammersmith",14
"Macclesfield Rd, St Lukes","Fore Street, Guildhall",14
"Manbre Road, Hammersmith","Emperor's Gate, South Kensington",14
"Sadlers Sports Centre, Finsbury","Bury Place, Holborn",14
"Tower Wharf, Bermondsey","Queen Street 2, Bank",14
"Farringdon Lane, Clerkenwell","Worship Street, Shoreditch",14
"West Smithfield Rotunda, Farringdon","Scala Street, Fitzrovia",14
"World's End Place, West Chelsea","Royal Avenue 1, Chelsea",14
"Boston Place, Marylebone","Marylebone Lane, Marylebone",14
"Austin Road, Battersea Park","Falcon Road, Clapham Junction",14
"London Fields, Hackney Central","Hatton Garden, Holborn",14
"World's End Place, West Chelsea","Limerston Street, West Chelsea",14
"Macclesfield Rd, St Lukes","Wells Street, Fitzrovia",14
"Waterloo Station 1, Waterloo","Great Tower Street, Monument",14
"Grove End Road, St. John's Wood","Broadley Terrace, Marylebone",14
"Mallory Street, Marylebone","Clifford Street, Mayfair",14
"Caldwell Street, Stockwell","Waterloo Place, St. James's",14
"Waterloo Station 2, Waterloo","Farringdon Street, Holborn",14
"Victoria Park Road, Hackney Central","Old Street Station, St. Luke's",14
"Bonny Street, Camden Town","Malet Street, Bloomsbury",14
"Park Road (Baker Street), The Regent's Park","Hampstead Road, Euston",14
"Newgate Street , St. Paul's","Sidney Road, Stockwell",14
"Waterloo Station 1, Waterloo","Bankside Mix, Bankside",14
"Riverlight North, Nine Elms","Vincent Square, Westminster",14
"Ada Street, Hackney Central","Roscoe Street, St. Luke's",14
"Vauxhall Cross, Vauxhall","Howick Place, Westminster",14
"Derry Street, Kensington","Queen's Gate (Central), South Kensington",14
"Harper Road, The Borough","Limerston Street, West Chelsea",14
"Waterloo Station 3, Waterloo","Green Park Station, Mayfair",14
"Euston Square Gardens, Euston","Claremont Square, Angel",14
"Binfield Road, Stockwell","South Lambeth Road, Vauxhall",13
"Wapping Lane, Wapping","Queen Street 2, Bank",13
"Wapping Lane, Wapping","Watney Street, Shadwell",13
"Cranmer Road, Stockwell","Snowsfields, London Bridge",13
"Hibbert Street, Battersea","Imperial Road, Sands End",13
"Crosswall, Tower","Chicheley Street, South Bank",13
"South Wharf Road, Paddington","New Cavendish Street, Marylebone",13
"Bath Street, St. Luke's","Museum of London, Barbican",13
"Philpot Street, Whitechapel","Pindar Street, Liverpool Street",13
"Bath Street, St. Luke's","Newgate Street , St. Paul's",13
"Finsbury Leisure Centre, St. Luke's","Howland Street, Fitzrovia",13
"Queen's Circus, Battersea Park","Alderney Street, Pimlico",13
"Ilchester Gardens, Bayswater","Eastbourne Mews, Paddington",13
"Falcon Road, Clapham Junction","South Parade, Chelsea",13
"Great Dover Street, The Borough","Great Tower Street, Monument",13
"Binfield Road, Stockwell","Pall Mall East, West End",13
"Wapping High Street, Wapping","St. Mary Axe, Aldgate",13
"Dock Street, Wapping","Chrisp Street Market, Poplar",13
"Tower Wharf, Bermondsey","The Guildhall, Guildhall",13
"Nesham Street, Wapping","Queen Street 1, Bank",13
"Waterloo Station 3, Waterloo","New Inn Yard, Shoreditch",13
"Chelsea Bridge, Pimlico","Storey's Gate, Westminster",13
"Seymour Place, Marylebone","Westminster Pier, Westminster",13
"Doric Way , Somers Town","King Edward Street, St Pauls",13
"Felsham Road, Putney","Clarges Street, Mayfair",13
"Bramham Gardens, Earl's Court","St. James's Square, St. James's",13
"Vicarage Crescent, Battersea","Hyde Park Corner, Hyde Park",13
